source,target,count
Department of sociology,Viet nam,2
Viet nam,Department of sociology,2
Department of sociology,empty,363
empty,Department of sociology,363
Dept. for international development,Argentina,1
Argentina,Dept. for international development,1
Dept. for international development,Bulgaria,1
Bulgaria,Dept. for international development,1
Dept. for international development,Colombia,1
Colombia,Dept. for international development,1
Dept. for international development,Estonia,11
Estonia,Dept. for international development,11
Dept. for international development,Finland,11
Finland,Dept. for international development,11
Dept. for international development,France,24
France,Dept. for international development,24
Dept. for international development,Gambia,1
Gambia,Dept. for international development,1
Dept. for international development,Georgia,9
Georgia,Dept. for international development,9
Dept. for international development,Germany,68
Germany,Dept. for international development,68
Dept. for international development,Greece,2
Greece,Dept. for international development,2
Dept. for international development,Hungary,6
Hungary,Dept. for international development,6
Dept. for international development,Iceland,1
Iceland,Dept. for international development,1
Dept. for international development,India,6
India,Dept. for international development,6
Dept. for international development,Iran,2
Iran,Dept. for international development,2
Dept. for international development,Ireland,4
Ireland,Dept. for international development,4
Dept. for international development,Israel,21
Israel,Dept. for international development,21
Dept. for international development,Italy,27
Italy,Dept. for international development,27
Dept. for international development,Japan,11
Japan,Dept. for international development,11
Dept. for international development,Kazakhstan,14
Kazakhstan,Dept. for international development,14
Dept. for international development,Kuwait,1
Kuwait,Dept. for international development,1
Dept. for international development,Kyrgyzstan,2
Kyrgyzstan,Dept. for international development,2
Dept. for international development,Latvia,9
Latvia,Dept. for international development,9
Dept. for international development,Lithuania,13
Lithuania,Dept. for international development,13
Dept. for international development,Malaysia,2
Malaysia,Dept. for international development,2
Dept. for international development,Moldova,4
Moldova,Dept. for international development,4
Dept. for international development,Netherlands,13
Netherlands,Dept. for international development,13
Dept. for international development,New zealand,5
New zealand,Dept. for international development,5
Dept. for international development,Norway,12
Norway,Dept. for international development,12
Dept. for international development,Oxford brookes university,1
Oxford brookes university,Dept. for international development,1
Dept. for international development,Pakistan,2
Pakistan,Dept. for international development,2
Dept. for international development,Poland,15
Poland,Dept. for international development,15
Dept. for international development,Portugal,4
Portugal,Dept. for international development,4
Dept. for international development,Romania,9
Romania,Dept. for international development,9
Dept. for international development,Russian federation,120
Russian federation,Dept. for international development,120
Dept. for international development,Serbia,1
Serbia,Dept. for international development,1
Dept. for international development,Singapore,1
Singapore,Dept. for international development,1
Dept. for international development,Slovakia,6
Slovakia,Dept. for international development,6
Dept. for international development,Slovenia,2
Slovenia,Dept. for international development,2
Dept. for international development,South africa,5
South africa,Dept. for international development,5
Dept. for international development,South korea,4
South korea,Dept. for international development,4
Dept. for international development,Spain,6
Spain,Dept. for international development,6
Dept. for international development,Sweden,22
Sweden,Dept. for international development,22
Dept. for international development,Switzerland,6
Switzerland,Dept. for international development,6
Dept. for international development,Turkey,10
Turkey,Dept. for international development,10
Dept. for international development,Ukraine,24
Ukraine,Dept. for international development,24
Dept. for international development,United arab emirates,1
United arab emirates,Dept. for international development,1
Dept. for international development,United kingdom,154
United kingdom,Dept. for international development,154
Dept. for international development,United states,365
United states,Dept. for international development,365
Dept. for international development,Uppsala university,2
Uppsala university,Dept. for international development,2
Dept. for international development,World bank,2
World bank,Dept. for international development,2
Dept. for international development,empty,133
empty,Dept. for international development,133
Des minorités (gdm),Brazil,2
Brazil,Des minorités (gdm),2
Des minorités (gdm),Bulgaria,1
Bulgaria,Des minorités (gdm),1
Des minorités (gdm),Centre for european migration and ethnic studies (cemes),1
Centre for european migration and ethnic studies (cemes),Des minorités (gdm),1
Des minorités (gdm),China,3
China,Des minorités (gdm),3
Des minorités (gdm),Cyprus,2
Cyprus,Des minorités (gdm),2
Des minorités (gdm),Denmark,2
Denmark,Des minorités (gdm),2
Des minorités (gdm),Estonia,17
Estonia,Des minorités (gdm),17
Des minorités (gdm),Finland,12
Finland,Des minorités (gdm),12
Des minorités (gdm),France,13
France,Des minorités (gdm),13
Des minorités (gdm),Georgia,4
Georgia,Des minorités (gdm),4
Des minorités (gdm),Germany,41
Germany,Des minorités (gdm),41
Des minorités (gdm),Greece,1
Greece,Des minorités (gdm),1
Des minorités (gdm),Hungary,4
Hungary,Des minorités (gdm),4
Des minorités (gdm),India,2
India,Des minorités (gdm),2
Des minorités (gdm),Ireland,7
Ireland,Des minorités (gdm),7
Des minorités (gdm),Israel,17
Israel,Des minorités (gdm),17
Des minorités (gdm),Italy,4
Italy,Des minorités (gdm),4
Des minorités (gdm),Japan,6
Japan,Des minorités (gdm),6
Des minorités (gdm),Kazakhstan,17
Kazakhstan,Des minorités (gdm),17
Des minorités (gdm),Latvia,4
Latvia,Des minorités (gdm),4
Des minorités (gdm),Lebanon,1
Lebanon,Des minorités (gdm),1
Des minorités (gdm),Lithuania,5
Lithuania,Des minorités (gdm),5
Des minorités (gdm),Moldova,3
Moldova,Des minorités (gdm),3
Des minorités (gdm),Netherlands,22
Netherlands,Des minorités (gdm),22
Des minorités (gdm),New zealand,2
New zealand,Des minorités (gdm),2
Des minorités (gdm),Norway,8
Norway,Des minorités (gdm),8
Des minorités (gdm),Poland,9
Poland,Des minorités (gdm),9
Des minorités (gdm),Russian federation,67
Russian federation,Des minorités (gdm),67
Des minorités (gdm),Slovakia,1
Slovakia,Des minorités (gdm),1
Des minorités (gdm),South africa,1
South africa,Des minorités (gdm),1
Des minorités (gdm),South korea,2
South korea,Des minorités (gdm),2
Des minorités (gdm),Sweden,13
Sweden,Des minorités (gdm),13
Des minorités (gdm),Switzerland,6
Switzerland,Des minorités (gdm),6
Des minorités (gdm),Turkey,11
Turkey,Des minorités (gdm),11
Des minorités (gdm),Ukraine,17
Ukraine,Des minorités (gdm),17
Des minorités (gdm),United kingdom,100
United kingdom,Des minorités (gdm),100
