id, label, degree
paolo trubetskoi,paolo trubetskoi,1
peredvizhniki,peredvizhniki,1
vadim sidur,vadim sidur,1
venus de milo,venus de milo,1
baron konstantin rausch von traubenberg,baron konstantin rausch von traubenberg,1
baron nikolai vrangel,baron nikolai vrangel,1
henrietta roggers,henrietta roggers,1
petr veiner,petr veiner,1
russian émigré,russian émigré,1
achievements,achievements,1
subject-specific knowledge,subject-specific knowledge,1
hamlet,hamlet,1
kozintsev,kozintsev,1
ethnic territory,ethnic territory,1
christopher columbus,christopher columbus,1
poklonnaia hill,poklonnaia hill,1
russian academy of arts,russian academy of arts,1
special olympics,special olympics,1
state university college at brockport,state university college at brockport,1
world trade center site memorial,world trade center site memorial,1
charity campaign,charity campaign,1
prekmurje,prekmurje,1
the newspaper novi cas,the newspaper novi cas,1
the weekly newspapers ljudski glas and obmurski tednik,the weekly newspapers ljudski glas and obmurski tednik,1
trg zmage,trg zmage,1
victory monument,victory monument,1
olympic games in moscow,olympic games in moscow,1
organizers,organizers,1
records,records,1
winners,winners,1
palais des nations,palais des nations,1
ethnic and territorial identity,ethnic and territorial identity,1
tungus peoples,tungus peoples,1
dichotomy of (imperial) agendas,dichotomy of (imperial) agendas,1
imperial studies,imperial studies,1
the colonized,the colonized,1
criminal procedure reform in central asia,criminal procedure reform in central asia,1
jury trial,jury trial,1
lay participation,lay participation,1
socialist meritocracy,socialist meritocracy,1
socialist social stratification,socialist social stratification,1
perspectives,perspectives,1
philosophic- anthropological problems,philosophic- anthropological problems,1
sports axiology,sports axiology,1
recreational activity,recreational activity,1
sports measures,sports measures,1
history of soviet ethnography,history of soviet ethnography,1
history of the discipline,history of the discipline,1
n.n. mikloukho-maklay,n.n. mikloukho-maklay,1
educational program,educational program,1
research and educative activities,research and educative activities,1
discursive production of community,discursive production of community,1
food metaphors,food metaphors,1
proletariat culture,proletariat culture,1
healthy way of life,healthy way of life,1
level educational system,level educational system,1
mikhail lifschitz,mikhail lifschitz,1
scientists and engineers,scientists and engineers,1
nivkhs,nivkhs,1
sakhalin energy,sakhalin energy,1
dietary supplements (biocorrectors),dietary supplements (biocorrectors),1
psychomotor indices of motocross athletes,psychomotor indices of motocross athletes,1
state policy in the field of healthy nutrition,state policy in the field of healthy nutrition,1
calendar rites,calendar rites,1
easter food,easter food,1
mezhrabpom-rus',mezhrabpom-rus',1
mezhrabpomfilm,mezhrabpomfilm,1
ahi{dotless}ska turkish,ahi{dotless}ska turkish,1
korean minority,korean minority,1
field-diary,field-diary,1
fieldnotes,fieldnotes,1
marie czaplicka,marie czaplicka,1
sustainable development concept,sustainable development concept,1
radical imaginary,radical imaginary,1
virtual landscape,virtual landscape,1
climatic oscillations,climatic oscillations,1
correlation between crop yields and weather conditions,correlation between crop yields and weather conditions,1
draughts,draughts,1
grain crop yields,grain crop yields,1
trend yields,trend yields,1
chukotka region,chukotka region,1
dezhnev village,dezhnev village,1
far east northern committee,far east northern committee,1
kul'tbaza,kul'tbaza,1
lavrentii village,lavrentii village,1
native council,native council,1
sea-hunting industry,sea-hunting industry,1
settled chukchee,settled chukchee,1
trade post,trade post,1
uelen village,uelen village,1
'kulaks','kulaks',1
social disparity,social disparity,1
urban air quality,urban air quality,1
arrest,arrest,1
"""the true orthodox church""","""the true orthodox church""",1
bolshevists' violence,bolshevists' violence,1
enemy ideologeme,enemy ideologeme,1
enemy rhetoric,enemy rhetoric,1
public enemy,public enemy,1
criticism of human rights,criticism of human rights,1
implementing ecthr judgments,implementing ecthr judgments,1
legal reforms (social and political context),legal reforms (social and political context),1
hertiage policy,hertiage policy,1
vilnius modernist architecture,vilnius modernist architecture,1
military academy of the general staff (mags),military academy of the general staff (mags),1
military elite,military elite,1
harvest festival,harvest festival,1
soviet festival,soviet festival,1
traditional peasants' religious culture,traditional peasants' religious culture,1
armenian libraries,armenian libraries,1
quality management,quality management,1
cohesion,cohesion,1
structural funds,structural funds,1
critical security discourse,critical security discourse,1
geopolitical-narrative-framework,geopolitical-narrative-framework,1
advances in communication and culture,advances in communication and culture,1
conflict management and resolution,conflict management and resolution,1
d. ray heisey,d. ray heisey,1
damavand college,damavand college,1
dialogic communication,dialogic communication,1
professional leadership,professional leadership,1
propaganda of the past,propaganda of the past,1
soviet historian studies,soviet historian studies,1
media independence,media independence,1
nongovernmental organizations (ngos),nongovernmental organizations (ngos),1
postcommunist eurasia,postcommunist eurasia,1
labor class,labor class,1
political aspirations,political aspirations,1
pro-soviet cossacks campaign,pro-soviet cossacks campaign,1
«voroshilov's cavalrymen»,«voroshilov's cavalrymen»,1
soviet time architecture,soviet time architecture,1
party systems in caucasian and central asian countries,party systems in caucasian and central asian countries,1
political life and democratization,political life and democratization,1
centralized preparation,centralized preparation,1
